"","012618.SM1","012618.SM100","012618.SM101","012618.SM102","012618.SM104","012618.SM105","012618.SM106","012618.SM107","012618.SM110","012618.SM24","012618.SM33","012618.SM92","012618.SM97","012618.SM99","060619.SM66","060619.SM89","060619.SM92","060619.SM95","090918.SM113","090918.SM12","090918.SM44","090918.SM59","3.1","4.8.08","6.14","PT.11","PT.12","PT.16","PT.23","PT.28","PT.36","PT.40","PT.52","PT.55","PT.56","PT.57","PT.58","PT.6","PT.68","PT.7","PT.8","PT.9"
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium",27.94,78.28,107.16,0,0,42.28,19.58,6.19,10.12,22.36,11.63,357.68,177.96,324.37,23.08,2.64,11.99,23.1,23.13,22.72,4.42,8.96,167.6,32.76,11.38,32.3,17.87,12.02,6.63,2.02,13.51,1,0,6.93,0.39,58.46,8.28,29.66,77.22,10.72,104.69,4.81
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira",46.99,0,0,0,33.16,0,2.51,15.76,0,12.04,376.98,0,0,0.75,15.43,19.51,30.86,34.2,67.81,0,6.47,89.35,0,3.52,3.46,145.19,10.18,9.46,0,0,0.51,0.13,0.29,0,0,0,3.25,7.22,0,27.8,68.01,36.93
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group",1.08,0,0,0,0,0,0,5.14,0,0,0,0,0,0,0,1.06,0.14,0,2.25,0,0,7.18,0,0,0,0,0,0,5,2.88,2.76,6.91,11.27,4.02,5.77,3.83,4.6,0,0,0.86,1.98,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NC2004_group",0.07,0,0,0,0.75,0,0,0,0.14,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0.28,0.1,1.08,0.95,0.24,0,0.5,0,0,0,0.17,0,0.24,0,0.11,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group",0,0,0,0,10.44,0,0,0,0,0,8.62,0,0,0,5.92,4.14,7.3,6.36,7.79,11.36,2.54,19.68,0,0,0,0,0,9.52,0,0.52,2.57,0.4,0.47,0,0.52,0,0.35,0,0,11.78,30.66,9.77
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group",9.35,367.84,0,0,68.4,0,0.99,0,0,0,28.91,0,0,0,0,33.91,8.96,46.23,63.98,1.9,3.9,26.73,22.31,8.82,5.47,0,0,36.28,1.97,2.15,17.65,0.39,3.15,0,3.91,0.95,5.86,21.05,9.94,20.46,14.79,54.8
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4B4_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72,0,0,0.58,0,0,0.22,2.17,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001",4.84,0,0,0,14.67,0,0,0,0,4.3,15.28,0,0,0,0,2.02,0,11.18,2.77,0,1.71,42.14,0,0,0,27.58,0,3.24,0,0,0.18,0,0.7,0.62,0,0.51,0,10.82,2.41,1.25,8.53,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01,0,0,0,0,0,0.59,0,2.44,0.38,0,0,0.38,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-004",18.43,0,0,0,7.61,0,33.07,5.43,20.35,34.35,22.92,0,12.13,0,35.81,4.49,8.88,32.33,8.49,77.2,5.54,8.83,7.15,1.74,88.23,38.05,0,6.05,0,0,0,0,0,0.07,0,0,0.05,0,0,0,7.15,4.58
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-008",0,0,0,0,0.7,0,0,0,0.39,0,3.11,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,1.97,0.92,0.48,0,0.15,0,0,0,0,0,0.14,0,0,0,0,0.49
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010",0,0,0,0,0,0,43.1,1.99,0,19.4,3.39,68.86,0,0,13.25,0,0,18.29,10.3,2.7,20.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lactonifactor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,0,1.8,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia",0,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,5.42,0,0,0,0,0,5.84,11.3,8.95,4.26,16.4,3.54,0,3.28,1.73,0,0,3.67,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Moryella",0,0,0,0,0,0,0,0,0,0,0,7.36,0,0,0,0,0,4.84,0,0,0,0,0,4.14,0,0,0,0,0,0.79,0.65,0,0,0,0,0,0.49,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Robinsoniella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia",60.66,0,6.92,0,13.84,0,115.61,6.77,0,82.18,405.32,0,984.29,0,45.3,71.61,70.15,22.13,33.54,53.52,42.55,300.24,0,0,945.59,138.65,13.98,90.65,6.52,1.28,23.18,2.69,21.01,15.34,3.59,1.79,6.66,1.81,27.93,5.05,41.01,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas",12.27,13.54,1.15,0,8.97,0,0,0,0,3.65,0,0,0,35.71,0,0,0,0,1.86,0,0,0,9.69,0.75,0,15.75,33.83,3.5,1.09,0,0,0,0,0,0,0,0.33,0,15.94,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,5.72,0,0,0,0.28,0,0,0,0,0.82,0.05,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tuzzerella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella",0,12.38,115.59,0,0,0,0,0,0,4.53,0,0,0.86,0,0.88,0,0,0,10.17,0,0,0,3.85,0,3.39,0,1.89,3.97,0,0,15.31,0,0,0.71,0,0,27.29,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UC5-1-2E3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,0.64,1.51,0.2,0,0,0.65,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__uncultured",2.74,0,0,0,5.25,0,4.57,0,0,0,14.88,14.13,0,3.97,3.27,0,2.65,7.19,0,0,17.41,0,0,1.6,3.15,0.57,0,1.66,1.21,1.99,6.29,3.97,0,2.56,3.2,8.93,1.17,2.62,5.94,1,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus",4.03,0,0,0,11.63,0,0,13.26,0,0,0,0,0,0,3.19,0,6.18,24.11,12.08,0.7,20.61,25.57,0,108.42,0,55.65,6.16,8.06,19.84,3.92,20.86,38.74,87.39,16.28,6.2,10.9,5.58,2.16,64.93,5.09,22.52,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;__;__",0,0,0,0,2.88,0,0,0,0,1.45,1.94,0,0,0,0,7.1,0.96,0,1.06,0,2.68,0,0,0.13,0,0.15,0,1.03,0,0,0.91,0,0.38,1.96,0,0.43,3.5,10.87,0.36,10.87,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__[Eubacterium]_coprostanoligenes_group",6.71,0,0,0,9.5,0,0,1.44,0,9.41,1.34,0,0,0,0,118.07,9.74,0,53.38,0,4.45,8.03,10.6,1.81,0,5.63,42.28,18.14,17.56,18.57,82.59,36.64,12.2,114.76,7.35,14.35,73.9,72.64,8.52,83.03,4.75,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus",6.44,0,14.15,0,24.18,0.89,102.34,13.94,9.15,2.95,1.78,18.75,4.37,0,1.89,3.41,3.77,26.77,20.51,0,9.4,28.68,1.23,1.42,30.72,44.8,84.64,19.6,17,4.51,59.63,43.06,34.58,3.55,4.73,3.89,0.26,4.07,27.69,10.96,61.34,6.17
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0.27,0,0,0.28,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__UCG-009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88,0,0,2.6,0,0,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0,0.2,1.89,0,0.38,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Acetanaerobacterium",0.28,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__",0,0,0,0,0,0,0,0,0,0,0.51,0.6,0,0,0,10.83,0,0.77,0,0.33,3.97,0,2.6,0.39,0,0.43,0,0,0.39,0,15.15,0,1.42,0.1,0.62,0,0.28,0,0,0.47,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter",35.11,0,0,0,3.05,1.1,0,0,11.07,0,4.89,0.41,36.83,118.47,0,4.94,10.91,3.6,15.62,1.56,18.51,8.82,0,0.65,15.19,0.88,22.1,2.63,0.37,1.83,7.12,0,0,1.96,0,0,2.16,9.17,0,4.68,7.91,13.02
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor",37.16,18.34,136.29,0,3.2,14.2,11.61,9.59,53.56,4.65,5.28,35.46,96.32,77.09,13.61,1.28,3.67,0,7.62,5.16,2.19,0,69.56,3.99,20.39,16.28,12.42,6.15,0.6,0,0.3,0,0.64,1.5,1.1,0,2.19,8.56,7.53,6.67,3.33,5.81
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas",0,0,0,0,4.53,0,0,0,1.28,0,0.44,0,0,0,0,2.27,0.25,0,0,0,6.72,0,52.94,0.23,0,2.31,1.18,0,0,0,4.65,0,0,2.64,0.73,1.15,1.48,24.1,2.29,6.83,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group",0,0,0,0,3.2,0,0,6.6,0,5.18,5.55,0,0,0,0,35.53,7.96,4.82,3.28,0,22.31,1.68,0,0,0,0,0,0,50.16,2.79,6.24,0,0,37.31,32.94,0,60.58,24.84,0.71,17.01,0.2,3.47
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter",19.19,0,0,0,8.67,0,1.72,0.88,0.83,0,7.57,0,1.72,9.17,0,4.31,7.06,2.24,9.77,2.3,10,0,28.4,0.75,0,5.89,17.52,5.78,0,0,0,0,0,0.87,0.14,0,0.41,12.64,1.92,33.37,0.65,8.04
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillospira",0,0,0,0,2.35,0,0,0,0,0,0.83,0,0,0,0,10.73,0,1.53,3.73,0,0,0,206.67,0.95,0,1.8,0.77,0.44,0,0,3.31,0,0,0,0,0,0,10.13,0.41,34.47,0,1.45
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Papillibacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,0.37,0.22,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Pseudoflavonifractor",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002",0,0,0,0,44.87,0,0,5.82,4.7,8.38,69.53,12.76,0,0,0,282.19,6.03,33.14,53.36,0,28.6,7.58,0,1.58,0,30.21,17.08,0,5.45,9.07,79.12,0.66,7.57,45.81,10.17,55.02,76.93,194.76,0,93.98,0.87,34.22
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-003",0,0,0,0,0,0,0,0,19.65,23.13,19.43,3.38,0,0,0,28.97,7.81,18.33,14.59,0,12.84,9.21,0,3.49,0,7.17,0,0,0,0,3.29,0,0.28,0.99,0.85,0,4.88,10.54,0,0,0.45,28.01
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005",0.66,0,0,0,31.99,0,0,0,0,0,13.08,0,0,0.31,0,177.77,2.59,3.88,8.42,0,35.21,0,9.51,0.25,0,14.23,10.25,4.34,5.35,6.81,13.42,0.73,0.7,20.72,5.88,30.65,42.81,15.22,0,102.46,0.48,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-007",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured",2.16,0,0,0,5.07,0,0,0,0,0,4.15,17.45,0,0,0,5.81,9.17,13.12,16.9,10.18,2.74,0,0.86,11.91,0,0,20.32,7.67,42.6,43.79,41.96,9.38,61.35,67.36,41.39,57.39,29.19,18.78,23.16,17.92,6.33,3.62
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospirales;g__Hydrogenoanaerobacterium",0,0,0,0,0,0,0,0,0,0,0.52,0,0,0.49,0,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0.29,0.19,9.23,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__",0,0,1.73,0,4.84,0,0.43,0,0.29,0,0,0,0,0,0,1.98,0.31,0.36,2.11,0,0.97,2.3,0,1.22,0,1.18,0.92,0.5,47.63,0.6,4.58,0.53,2.1,2.13,0,2.34,3.19,1.59,8.58,7.85,0,0.35
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__[Eubacterium]_siraeum_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.25,0,0,0,0,2.25,0,0,21.75,0,30.44,0,0.92,4.21,0,3.74,1.01,17.3,2.25,4.72,32.28,6.51,0.8,22.73,1.98,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerofilum",0,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus",0,2.11,0,0,0,0,0,0,0,0,1.57,1.5,0,3.06,0,0.25,0.25,0,0,0,0.41,0,12.8,0,0,1.32,0,0,0,0,13.03,0,0,1.33,0,0.62,3.47,13.08,0,1.05,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella",0,0,0,0,2.89,0,0,0,0,0,1.18,0,0,0,0,1.71,0,0.39,0.59,0,1.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.97,0,1.15,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352",43.93,0,0,0,98.46,6.29,0,6.56,0,0,0,0,0,0,21.08,22.52,679.24,0,63.17,286.26,95.12,0,0,784.88,0,259.41,246.46,288.57,737.99,774.91,289.1,483.87,907.87,107.74,0,694.07,193.22,56.8,247.36,605.21,6.03,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea",0.46,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0.27,0,0.63,0.61,0,0.25,0,0,0,0,0.62,0.6,0,0,0.87,0.33,0,0,0.51,1.15,0,0.69,0.73,0.47,0.41,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Caproiciproducens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089",4.44,0,0,0,0,0,0,0,0,0,0,0,5.07,1.79,0,3.04,1.96,0,2.81,1.69,1.52,0,0,0,0,1.09,0,0,0.48,0.69,0.7,0.34,0,2.44,0,0,2.97,1.89,3.61,2.27,0.88,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium",358.77,0,254.41,2.59,1193.46,304.36,182.56,218.59,1622.13,1996.54,208.07,120.13,0,0,170.89,83.96,862.04,1136.13,319.64,651.9,262.15,1312.31,34.67,334.91,1117.64,1007.51,156.53,1260.99,39.3,16.22,42.69,7.46,40.48,8.25,18.29,7,66.96,101.12,9.13,234.09,329.17,156.52
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fournierella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0.68,0,0.73,0,0,0,0.73,0,0,0,0,0,8.78,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Incertae_Sedis",6.17,1.44,0.44,0,6.68,0.57,4.16,4.77,22.77,2.52,1.94,8.03,10.17,10.53,1.62,6.21,3.1,13.82,26.05,12.81,18.55,12.7,4.02,47.02,6.44,10.21,31.61,36.24,52.03,24.8,107.96,36.88,6.69,42.71,325.38,225.86,439.96,16.51,4.34,55.53,14.69,52.64
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus",0,0,0,0,5.05,0,0,0,0,3.31,0,0,0,0,0,7.31,7.71,1.65,8.76,1.75,3.75,0,0,0,0,0,1.36,0.32,0,0,0,0,0,0.62,0,0,0.66,11.94,0.32,6.24,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Paludicola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0.38,0,0,0.33,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Phocea",0.42,0,0,0,0,0,0,0,0,0,0.69,0,0,1.19,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus",38.52,0,0,0,63.97,0,0,4.42,0,0,0.17,0,0,0,3.03,8.25,34.11,0,83.81,7.79,62.48,50.1,19.3,1,0,524.82,124.74,111.77,9.27,53.57,17.69,2.4,4.17,4.28,30.61,0,10.06,13.42,38.61,48.88,0.64,6.27
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum",152.92,0,0,0,1000.89,0,1.59,72.01,90.44,1.08,0,417.05,0,0,558.85,274.05,113.7,154.8,48.36,47.71,38.97,136.38,0,966.07,0,709.09,60.73,57.68,353.41,375.17,61.95,501.92,341,89.44,154.21,288.73,45.91,49.08,1235.47,322.61,563.1,268.11
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819",6,14.07,5.25,0,0,31.2,0,3.53,9.05,0,5.69,8.17,12.37,80.79,0,3.7,1.62,0,2.49,1.08,5.04,0,79.74,1.43,0,0,10.09,0.58,13.37,1.9,2.54,1.31,0,44.17,8.58,3.26,6.32,38.33,6.93,6.52,0.68,13.69
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__uncultured",6.52,0,0,0,2.38,0,0,0,0,1.32,7.6,3.48,0,0,0,42.77,0,5.63,5.75,16.42,3.55,0,0,0.19,0,7.41,0,1.68,1.75,0.64,4.31,0,1.47,3.91,2.51,3.72,9.5,13.65,2.49,6.3,2.55,4.25
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__UCG-010;g__UCG-010",0,0,0,0,0.86,0,0,0,0,0,0.29,0,0,0,0,51.31,0,0,0,0,6.28,0,0,0,0,0,0,0,0.4,0.31,14.66,0,0.14,10.27,0,0.78,11.3,13.9,0.12,25.1,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__uncultured;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__Peptococcus",0,0,0,0,0,3.63,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0.17,0,0,16.81,0,0,0,0,0,0,0,0.02,0.24,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptococcales;f__Peptococcaceae;g__uncultured",0.86,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,1.35,0,0,0,0,1.9,0,0,0,0,0,0,0,0.19,0,2.82,0,1.57,0,0,0,1.06,4.29,0,2.78,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;__",0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_brachy_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0.88,0,0,1.5,0,0,3.78,0,2.2,2.96,1.49,1.36,0.57,0.37,1.33,4.44,3.44,0,6.33,0.41,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__[Eubacterium]_nodatum_group",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0.4,0,19.32,0,0,0.24,0,0.28,0,0,0.49,0,0,0.16,0,0,0.03,0,0.95,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group",0,0,0,0,0,0,0,0,1.43,0,1.57,18.61,0,0,0,5.73,0,1.33,0,0,1.55,0,0,2.3,0,0,0.97,0,11.8,3.54,10.63,3.59,3.1,23.34,4.05,56.14,9.07,4.1,3.65,5.64,0.47,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_UCG-001",0,0,0,0,0,0,0,0,0,0,2.12,0,0,0,0,1.21,2.28,5.67,0,0,0.55,0,0,0,0,0,0,1.73,0,0,1.1,0,0,0.95,0,6.05,2.34,1.65,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Mogibacterium",0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0.75,0,0,0.14,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__S5-A14a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__uncultured",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0
