"","logFC","logCPM","PValue","FDR"
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_shahii",-4.74068311973997,11.2293820419045,0.0407949456233241,0.101349943032946
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group;s__metagenome",-5.42408281926974,11.2795316389199,0.0431414774041408,0.105530690880898
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__metagenome",-7.51111600289795,7.60558872069261,0.0464304665462239,0.111855214861358
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1819;s__uncultured_organism",2.19784382577575,11.4099536758884,0.0487723869220354,0.114470702788275
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group;s__uncultured_bacterium",-8.63987003419163,8.64066189709874,0.0489560238339791,0.114470702788275
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_vulgatus",1.93853069191097,16.7732794009722,0.0508499021133745,0.115889251233193
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_hallii_group;__",-2.86377318780809,13.5813635763699,0.0510204250712169,0.115889251233193
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;__",-2.54759191045657,13.0640251490553,0.0523294815057322,0.116575888544242
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__Anaerotruncus_sp.",-8.35348843812801,8.3724525729783,0.0527890816049397,0.116575888544242
"d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;__",-9.6266881482485,9.58651130135846,0.0551904040451971,0.120209236208032
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group;s__uncultured_Lachnospiraceae",-4.05456689039026,10.524686181663,0.0615300776182523,0.129512830836135
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-001;s__Lachnospiraceae_bacterium",-9.00970830083494,8.99265599486456,0.0615318789565874,0.129512830836135
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__unidentified",-8.9182592872212,8.90508296953044,0.0619055040474609,0.129512830836135
"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__uncultured;__",-8.86120848724521,8.84947474100311,0.0665199304483057,0.137118328719305
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella;__",3.41262575131573,8.89568496532993,0.067265595220791,0.137118328719305
"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;__",1.77575011723842,16.7005080015233,0.0700142755753057,0.140914807803463
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__metagenome",-2.40989755805608,13.194250551915,0.0760495326872314,0.151148446215872
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Marvinbryantia;__",-4.98443790230314,9.19697074985567,0.0791507661857724,0.154288093066567
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__;__",-3.09335268429454,9.57504707040258,0.0801554314218929,0.154288093066567
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus_eutactus",-7.93947784573269,7.98930010058646,0.0805403253114785,0.154288093066567
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;__",2.39978651143933,11.4075964230428,0.0868076921713902,0.16431456018156
"d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Clostridium]_innocuum_group;__",2.06423708006039,10.5448396299684,0.0883799656915284,0.165322524058271
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillospira;__",-7.74440886997573,7.81400719820743,0.0904725676056999,0.167269049410538
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia;f__Hungateiclostridiaceae;g__Ruminiclostridium;s__uncultured_bacterium",-7.16022858930229,7.29954293542798,0.0954941055288207,0.174523710104397
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;__",-2.29784443895648,15.7794726827158,0.105126745199729,0.189944914622238
"d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;__;__",-4.44771661241378,7.55437193116321,0.114864858713982,0.205208006017114
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-005;s__uncultured_organism",-3.95679187808906,11.3612092060637,0.125045153166675,0.219807944192354
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__uncultured;__",-2.77220445191298,11.4808251272744,0.125802030952857,0.219807944192354
"d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella;__",2.53139504421773,10.5832283204432,0.128495754726701,0.222074184799408
