#OTU ID	SM030818-1	SM030818-24	SM030818-33	SM030818-62	SM030818-66	SM030818-91	SM030818-92	SM030818-93	SM030818-94	SM030818-95	SM030818-96	SM030818-97	SM030818-98	SM030818-99	SM030818-100	SM030818-101	SM030818-102	SM030818-103	SM030818-104	SM030818-105	SM030818-106	SM030818-107	SM030818-108	SM030818-109	SM030818-110	SM030818-111	SM030818-121	SM030818-126	SM030818-128	SM030818-130	SM030818-131	SM030818-132	SM030818-133	SM030818-134	SM030818-135	SM030818-136	SM030818-138	SM030818-139	SM030818-140	SM030818-141	SM030818-142	SM030818-143	SM030818-144	SM030818-145	SM030818-146	SM030818-147	SM030818-148	SM111418-7	SM111418-12	SM111418-44	SM111418-52	SM111418-59	SM111418-94	SM111418-113	SM071219-60	SM071219-66	SM071219-71	SM071219-89	SM071219-92	SM071219-95
743722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.28E-231	0	0	0	0	0	0	0	0	0	0	0
743972	0	0	0	0	0	0	0	2.54E-15	0	0	4.87E-58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36E-22	0	0	0	0	0	0	5.62E-118	0	0	0	0	0	0	0	0	0	0	0
745156	0	0	0	0	0	0	3.20E-05	0	0	0	0	0	9.95E-05	0	0	0	0	0	0	6.10E-17	0	0	4.45E-05	1.09E-254	0	0	0	0	0	0	0	0	0	3.77E-06	0	0	0	7.00E-07	0	0	0	4.89E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-06	0	0	0	0	0	0	0	0	0	0
746361	0	0	0	4.86E-09	0	0	0	0	0	0	0	0	0	0	9.65E-17	0	0	0	0	0	0	0	0	0	0	0	3.86E-05	0	5.82E-11	3.25E-95	3.33E-32	0	0	0	6.75E-16	0	1.28E-14	0	1.51E-18	4.13E-12	0.000141941	1.24e-322	8.28E-15	0	8.89E-35	1.95E-12	2.16E-17	0	0	4.13E-15	0	0	0	7.47E-17	4.52E-35	0	0	3.83E-18	2.09E-10	0
748280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48E-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.66E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751945	3.69E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.40E-51	0	0	0	0	0	0	2.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.01E-06	0	0	5.92E-06	0	0	5.08E-05	3.40E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754345	0	0	0	0	0	0	0	5.34E-16	0	0	1.85E-14	0	0	0	0	0	0	0	0	0	2.79E-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.99E-173	0	5.96E-06
755731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.48E-06	0	0	0	0	0	0	0	0	0	0	0	7.00E-282	0	4.10E-108	0	0	1.48E-36	0	0	0	0	0	0	0	0	0	7.02E-38	0	0	0	0	0	0	3.31E-45	0
758831	0	0	0	0	0	0	1.31E-06	1.11E-88	0	0	0	3.38E-05	0	0	3.07E-05	2.19E-06	0	0	0	0	0	0	7.65E-25	0	4.09E-276	7.88E-28	0	0	0	0.000100607	0	7.14E-06	0	0	0	0	0	0	0	0	0	5.15E-06	0	0	0	0	0	0	0	0	0	0	4.82E-32	0	0	0	0	0	0	0
759350	1.09E-17	1.24E-53	3.51E-31	0	0	4.61E-29	0	0	0	0	0	5.33E-64	0	0	0	0.000125918	2.47E-26	1.41E-16	0	7.64E-13	0	0	0	0	0	0	1.14E-175	0	0	0	0	0	3.90E-31	0	0	2.33E-266	0	1.18E-88	1.38E-05	0.00E+00	0	0	2.04E-06	0	0	0	5.211974961e-314	0	2.35E-28	3.60E-202	0	0	0	0	0	0	0	1.54E-144	1.79E-154	0
759913	3.16E-06	0	3.27E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42E-16	0	0	0	1.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14E-05	0	0	0	0	0
759914	0	0	0	0	0	0	0	0	0	0	0	1.21E-139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.68E-60	3.93E-192	0	0	0	0	6.78E-63	0	0	4.86E-05	6.60E-192	5.37E-229
